raw_rows,removed_non_student_rows,removed_cgpa_zero_rows,removed_degree_other_rows,removed_financial_stress_invalid_rows,final_rows,final_positive_rate,dropped_columns
27901,31,9,35,3,27823,0.5851992955468497,"id, city, profession"
